Date,Auburn,Bainbridge Island,Bellevue,Bothell,Brier,Burien,Des Moines,DuPont,Edmonds,Everett,Federal Way,Issaquah,Kenmore,Kent,Kirkland,Lake Forest Park,Lakewood,Lynnwood,Marysville,Mercer Island,Mill Creek,Mountlake Terrace,Mukilteo,Newcastle,North Bend,Olympia,Puyallup,Redmond,Renton,Sammamish,SeaTac,Seattle,"Seattle, WA metro ",Seattle - Beacon Hill,Seattle - Belltown,Seattle - Capitol Hill,Seattle - Columbia City,Seattle - Magnolia,Seattle - Queen Anne,Seattle - South Lake Union,Seattle - Wallingford,Seattle - West Seattle,Shoreline,Snoqualmie,Tacoma,Tukwila,Woodinville
1/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2012,0.0957446808510638,0.18673218673218672,0.12972972972972974,0.035031847133758065,-0.07407407407407407,0.07182320441988943,-0.1837837837837838,-0.08421052631578951,0.0,0.03314917127071815,0.10062893081761004,0.025495750708215192,-0.0706806282722513,0.0,-0.09763313609467461,-0.1350649350649351,0.005464480874316946,-0.08968609865470856,0.07222222222222219,-0.18308227114716102,-0.09375,0.31932773109243695,-0.136986301369863,-0.02003642987249543,0.22660098522167482,-0.05957446808510636,0.09550561797752799,0.01298701298701288,-0.03688524590163933,-0.02621722846441943,0.024390243902439046,0.09375,0.050000000000000044,-0.018558951965065518,-0.018232819074333828,0.17586206896551726,0.09221902017291073,0.0628895184135978,0.004904632152588517,0.0,0.03389830508474567,0.01754385964912286,-0.04858299595141702,0.16445623342175075,-0.007092198581560294,0.21311475409836067,0.22662889518413598
3/31/2012,-0.043689320388349495,0.035196687370600444,0.06459330143540676,-0.03076923076923077,-0.44999999999999996,0.08762886597938135,0.11258278145695355,0.02298850574712641,-0.0625,0.06951871657754016,-0.12,0.04972375690607733,-0.23098591549295777,0.06000000000000005,0.19016393442622959,0.072072072072072,-0.23913043478260865,0.19704433497536944,-0.09326424870466321,0.2056737588652482,0.01724137931034475,0.19108280254777066,0.1428571428571428,-0.16914498141263945,0.10040160642570273,0.10407239819004532,0.0,0.16666666666666674,0.06382978723404253,-0.0903846153846154,0.10317460317460325,0.08000000000000007,0.06227106227106227,0.023248053392658452,0.02285714285714291,0.23167155425219943,0.0026385224274405594,0.010447761194029903,0.00433839479392617,-0.03191489361702127,0.004098360655737654,0.10344827586206895,0.04680851063829783,-0.06150341685649208,0.03571428571428581,0.10135135135135132,-0.01385681293302543
4/30/2012,0.060913705583756306,0.05400000000000005,0.03370786516853941,0.031746031746031855,0.8181818181818181,-0.08056872037914697,0.04166666666666674,-0.02621722846441943,0.08333333333333326,-0.050000000000000044,0.1883116883116882,0.15526315789473677,0.35897435897435903,-0.05660377358490565,-0.0055096418732781816,0.036414565826330625,0.6357142857142857,0.028806584362139898,0.02857142857142847,-0.09999999999999998,0.17288135593220333,0.048128342245989275,-0.20833333333333337,-0.015659955257270708,-0.1897810218978102,-0.05327868852459017,0.02051282051282044,-0.00659340659340657,0.020000000000000018,0.12050739957716705,-0.1007194244604317,0.005291005291005346,0.03103448275862064,0.039243396021306554,0.18086592178770955,-0.05714285714285716,0.00877192982456143,0.024688752901456112,0.030237580993520474,0.020408163265306145,0.11224489795918369,-0.028124999999999956,0.024390243902439046,0.07524271844660202,0.06896551724137923,-0.2638036809815951,-0.03981264637002346
5/31/2012,0.07655502392344493,-0.1404174573055028,0.05434782608695654,-0.021538461538461506,-0.38,0.134020618556701,0.08000000000000007,0.03846153846153855,0.10153846153846158,-0.02631578947368418,0.13114754098360648,0.004555808656036442,-0.05660377358490565,0.1499999999999999,0.08864265927977844,0.12432432432432439,-0.23580786026200873,-0.008000000000000007,0.07777777777777772,0.07843137254901955,0.0028901734104045396,0.025510204081632626,0.38596491228070184,0.09090909090909083,0.7342342342342343,0.08225108225108224,0.015075376884422065,0.04424778761061954,-0.027450980392156876,-0.028301886792452824,0.504,0.0,0.03678929765886285,0.03765690376569042,-0.008279124778237779,-0.16792929292929293,0.00521739130434784,0.017298187808896248,-0.04612159329140464,-0.021538461538461506,0.023853211009174258,0.048231511254019255,0.1785714285714286,0.011286681715575675,0.032258064516129004,-0.42500000000000004,0.21463414634146338
6/30/2012,-0.022222222222222254,0.18101545253863138,0.016494845360824684,0.0062893081761006275,0.0,0.06818181818181812,-0.13756613756613756,0.03703703703703698,-0.13128491620111726,0.08108108108108114,-0.17874396135265702,-0.1496598639455783,-0.10857142857142854,-0.06521739130434778,-0.040712468193384255,-0.012019230769230727,-0.005714285714285672,0.048387096774193505,-0.046391752577319534,-0.06303030303030299,0.04899135446685876,0.11940298507462677,0.0,-0.03125,-0.2987012987012987,-0.040000000000000036,-0.014851485148514865,0.03813559322033888,0.092741935483871,0.05242718446601935,-0.0957446808510638,-0.013157894736842146,0.0,0.0683467741935484,-0.07215265354800238,-0.06525037936267075,0.01903114186851207,0.04251012145748989,-0.03516483516483515,0.30817610062893075,0.0,0.007361963190184007,-0.010101010101010055,-0.0558035714285714,-0.03125,1.5072463768115942,-0.13654618473895586
7/31/2012,-0.036363636363636376,-0.07102803738317753,0.030425963488843744,0.03750000000000009,-0.08064516129032262,-0.25531914893617025,-0.09202453987730064,-0.0892857142857143,0.090032154340836,0.06000000000000005,0.11176470588235299,0.08533333333333326,0.10576923076923084,0.023255813953488413,0.07427055702917773,-0.029197080291970767,-0.051724137931034475,-0.09999999999999998,0.027027027027026973,0.018111254851228997,-0.02472527472527475,-0.0888888888888889,0.032911392405063244,0.04086021505376336,0.16666666666666674,-0.050000000000000044,-0.01005025125628145,0.020408163265306145,0.07011070110701101,-0.0018450184501844769,0.05882352941176472,-0.040000000000000036,0.006451612903225712,0.00018871485185889547,-0.1516709511568124,0.047232142857142945,0.02716468590831922,-0.05339805825242716,-0.04555808656036442,0.02644230769230771,-0.09587813620071683,0.035322777101096214,-0.07823129251700678,-0.01891252955082745,-0.02580645161290318,-0.06936416184971095,0.06511627906976747
8/31/2012,0.037735849056603765,-0.20321931589537223,-0.0019685039370078705,0.009036144578313143,0.1578947368421053,0.10857142857142854,0.2567567567567568,0.007843137254901933,-0.10914454277286134,0.018867924528301883,0.11111111111111116,0.10319410319410327,0.020289855072463725,-0.022727272727272707,0.004938271604938205,-0.010025062656641603,0.07878787878787885,0.05128205128205132,0.10526315789473695,0.2528589580686149,-0.07323943661971832,0.09756097560975618,-0.056372549019607865,-0.039256198347107474,0.15555555555555545,0.004385964912280604,0.04060913705583746,-0.08999999999999997,0.01724137931034475,-0.06284658040665436,0.04444444444444451,0.022222222222222143,0.0032051282051281937,0.09811320754716979,-0.09090909090909094,0.11758733209837313,-0.01991735537190087,-0.011282051282051286,0.038186157517899666,0.03512880562060894,0.0009910802775023875,-0.0011764705882353343,0.03321033210332103,-0.04578313253012045,0.11258278145695355,0.39751552795031064,-0.06113537117903933
9/30/2012,0.045454545454545414,0.25757575757575757,-0.007889546351084853,-0.08059701492537319,-0.1515151515151515,0.04123711340206193,-0.08602150537634412,0.12840466926070038,0.039735099337748325,0.06018518518518512,-0.00952380952380949,-0.16481069042316254,0.13636363636363646,0.05581395348837215,0.00982800982800991,-0.20759493670886076,0.04494382022471921,0.04471544715447151,-0.0714285714285714,-0.10141987829614607,0.012158054711246091,-0.1777777777777778,0.01298701298701288,-0.18279569892473113,-0.10989010989010994,0.07423580786026207,-0.024390243902439046,0.07692307692307687,-0.0847457627118644,0.059171597633136175,-0.10106382978723405,0.0027173913043478937,-0.009584664536741228,0.013745704467353903,0.0,-0.023579998612941244,-0.0002529724260055266,-0.0020746887966804906,0.005747126436781658,-0.12669683257918551,0.0,0.01148409893992941,0.02857142857142847,0.04040404040404044,-0.029761904761904767,-0.28,0.04651162790697683
10/31/2012,0.0652173913043479,-0.14658634538152615,-0.005964214711729587,0.05519480519480524,0.2142857142857142,0.18811881188118806,0.01764705882352935,-0.05517241379310345,0.0573248407643312,-0.05676855895196509,0.0,0.1359999999999999,0.04499999999999993,0.08810572687224671,0.017031630170316392,0.06709265175718859,-0.06451612903225812,0.0038910505836575737,-0.03076923076923077,-0.24379232505643345,0.03603603603603611,-0.010810810810810811,-0.028205128205128216,0.12368421052631584,0.2901234567901234,-0.10569105691056913,0.004999999999999893,0.020408163265306145,-0.07407407407407407,0.05586592178770955,-0.09467455621301779,0.046070460704606964,0.032258064516129004,-0.008474576271186418,0.0,0.019887776120462997,-0.036099865047233504,0.043659043659043606,0.0011428571428571122,-0.0090673575129534,0.0,-0.011353711790393017,-0.01041666666666663,0.01941747572815533,-0.018404907975460127,0.08024691358024683,0.13555555555555565
