Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
"Auburn, WA",1/31/2012,188,81,118,447,107,38,10
"Auburn, WA",2/29/2012,206,102,161,461,97,-10,17
"Auburn, WA",3/31/2012,197,97,149,439,88,-9,-9
"Auburn, WA",4/30/2012,209,127,168,443,73,-15,-26
"Auburn, WA",5/31/2012,225,109,147,415,58,-15,-20
"Auburn, WA",6/30/2012,220,123,154,428,50,-8,-28
"Auburn, WA",7/31/2012,212,132,167,439,60,10,1
"Auburn, WA",8/31/2012,220,108,127,419,53,-7,-12
"Auburn, WA",9/30/2012,230,129,115,377,62,9,-23
"Auburn, WA",10/31/2012,245,110,103,354,45,-17,-34
"Auburn, WA",11/30/2012,238,114,112,341,50,5,-44
"Auburn, WA",12/31/2012,247,111,119,328,52,2,-17
"Auburn, WA",1/31/2013,241,102,148,313,78,26,-29
"Auburn, WA",2/28/2013,240,143,176,300,57,-21,-40
"Auburn, WA",3/31/2013,248,118,196,318,41,-16,-47
"Auburn, WA",4/30/2013,260,150,189,317,24,-17,-49
"Auburn, WA",5/31/2013,250,156,191,362,33,9,-25
"Auburn, WA",6/30/2013,250,170,181,394,23,-10,-27
"Auburn, WA",7/31/2013,255,158,157,403,19,-4,-41
"Auburn, WA",8/31/2013,262,143,176,428,28,9,-25
"Auburn, WA",9/30/2013,257,137,158,428,35,7,-27
"Auburn, WA",10/31/2013,273,133,124,410,49,14,4
"Auburn, WA",11/30/2013,289,144,83,368,52,3,2
"Auburn, WA",12/31/2013,255,85,131,356,46,-6,-6
"Auburn, WA",1/31/2014,259,100,129,368,67,21,-11
"Auburn, WA",2/28/2014,270,126,172,364,46,-21,-11
"Auburn, WA",3/31/2014,274,155,177,368,31,-15,-10
"Auburn, WA",4/30/2014,267,152,205,370,35,4,11
"Auburn, WA",5/31/2014,280,175,173,380,29,-6,-4
"Auburn, WA",6/30/2014,275,170,194,427,24,-5,1
"Auburn, WA",7/31/2014,267,144,177,458,29,5,10
"Auburn, WA",8/31/2014,281,109,137,441,36,7,8
"Auburn, WA",9/30/2014,272,130,126,404,44,8,9
"Auburn, WA",10/31/2014,270,120,102,377,50,6,1
"Auburn, WA",11/30/2014,282,154,101,347,49,-1,-3
"Auburn, WA",12/31/2014,290,85,123,321,49,0,3
"Auburn, WA",1/31/2015,275,94,139,303,53,4,-14
"Auburn, WA",2/28/2015,279,146,193,317,50,-3,4
"Auburn, WA",3/31/2015,300,141,217,322,26,-24,-5
"Auburn, WA",4/30/2015,289,174,215,349,19,-7,-16
"Auburn, WA",5/31/2015,316,176,191,330,17,-2,-12
"Auburn, WA",6/30/2015,325,211,201,348,21,4,-3
"Auburn, WA",7/31/2015,306,170,158,349,24,3,-5
"Auburn, WA",8/31/2015,302,155,152,336,25,1,-11
"Auburn, WA",9/30/2015,307,148,129,310,23,-2,-21
"Auburn, WA",10/31/2015,300,105,86,271,24,1,-26
"Auburn, WA",11/30/2015,320,139,79,230,33,9,-16
"Auburn, WA",12/31/2015,304,92,119,220,50,17,1
"Auburn, WA",1/31/2016,319,101,164,216,35,-15,-18
"Auburn, WA",2/29/2016,306,155,192,198,15,-20,-35
"Auburn, WA",3/31/2016,313,185,265,239,11,-4,-15
"Auburn, WA",4/30/2016,350,194,243,240,8,-3,-11
"Auburn, WA",5/31/2016,336,215,254,303,9,1,-8
"Auburn, WA",6/30/2016,338,192,232,315,13,4,-8
"Auburn, WA",7/31/2016,330,193,214,342,19,6,-5
"Auburn, WA",8/31/2016,332,185,191,341,17,-2,-8
"Auburn, WA",9/30/2016,314,176,136,300,19,2,-4
"Auburn, WA",10/31/2016,340,154,113,236,23,4,-1
"Auburn, WA",11/30/2016,340,177,89,195,27,4,-6
"Auburn, WA",12/31/2016,327,124,114,160,42,15,-8
"Auburn, WA",1/31/2017,329,124,120,145,35,-7,0
"Auburn, WA",2/28/2017,373,173,193,158,20,-15,5
"Auburn, WA",3/31/2017,365,138,225,188,9,-11,-2
"Auburn, WA",4/30/2017,370,192,229,205,7,-2,-1
"Auburn, WA",5/31/2017,350,203,212,219,9,2,0
"Auburn, WA",6/30/2017,355,160,228,273,11,2,-2
"Auburn, WA",7/31/2017,361,191,231,304,11,0,-8
"Auburn, WA",8/31/2017,375,176,185,296,14,3,-3
"Auburn, WA",9/30/2017,365,174,162,262,24,10,5
"Auburn, WA",10/31/2017,353,162,102,201,23,-1,0
"Auburn, WA",11/30/2017,370,145,61,131,26,3,-1
"Auburn, WA",12/31/2017,360,113,112,102,32,6,-10
"Auburn, WA",1/31/2018,395,115,113,103,19,-13,-16
"Auburn, WA",2/28/2018,400,139,192,125,6,-13,-14
"Auburn, WA",3/31/2018,390,167,217,150,7,1,-2
"Auburn, WA",4/30/2018,390,185,254,193,6,-1,-1
"Auburn, WA",5/31/2018,408,192,243,263,7,1,-2
"Auburn, WA",6/30/2018,400,184,203,302,10,3,-1
"Auburn, WA",7/31/2018,387,154,219,348,12,2,1
"Auburn, WA",8/31/2018,388,130,151,331,17,5,3
"Auburn, WA",9/30/2018,368,146,134,317,20,3,-4
"Auburn, WA",10/31/2018,394,136,92,261,28,8,5
"Auburn, WA",11/30/2018,378,95,46,187,47,19,21
"Auburn, WA",12/31/2018,384,112,86,161,43,-4,11
"Auburn, WA",1/31/2019,400,91,98,156,30,-13,11
"Auburn, WA",2/28/2019,438,131,161,163,14,-16,8
"Auburn, WA",3/31/2019,408,122,163,172,8,-6,1
"Auburn, WA",4/30/2019,440,139,251,235,9,1,3
"Auburn, WA",5/31/2019,415,184,188,217,8,-1,1
"Auburn, WA",6/30/2019,415,175,137,196,10,2,0
"Auburn, WA",7/31/2019,405,151,175,220,16,6,4
"Auburn, WA",8/31/2019,430,141,136,195,15,-1,-2
"Auburn, WA",9/30/2019,412,162,119,161,12,-3,-8
"Auburn, WA",10/31/2019,430,101,81,134,18,6,-10
"Auburn, WA",11/30/2019,400,130,63,112,17,-1,-30
"Auburn, WA",12/31/2019,420,70,114,112,19,2,-24
"Auburn, WA",1/31/2020,459,97,154,127,14,-5,-16
"Auburn, WA",2/29/2020,435,131,156,151,6,-8,-8
"Auburn, WA",3/31/2020,445,105,124,166,5,-1,-3
"Auburn, WA",4/30/2020,425,107,145,149,9,4,0
"Auburn, WA",5/31/2020,440,145,186,148,11,2,3
"Auburn, WA",6/30/2020,475,183,227,151,7,-4,-3
"Auburn, WA",7/31/2020,466,209,209,153,6,-1,-10
"Auburn, WA",8/31/2020,493,180,173,129,7,1,-8
"Auburn, WA",9/30/2020,483,200,155,105,7,0,-5
"Auburn, WA",10/31/2020,480,175,98,79,6,-1,-12
"Auburn, WA",11/30/2020,502,153,82,45,7,1,-10
"Auburn, WA",12/31/2020,477,86,123,57,6,-1,-13
"Auburn, WA",1/31/2021,495,100,129,52,5,-1,-9
"Bainbridge Island, WA",1/31/2012,407,29,52,207,129,-38,-24
"Bainbridge Island, WA",2/29/2012,483,24,54,209,98,-31,6
"Bainbridge Island, WA",3/31/2012,500,39,48,186,84,-14,-93
"Bainbridge Island, WA",4/30/2012,527,48,84,213,95,11,-46
"Bainbridge Island, WA",5/31/2012,453,51,67,215,53,-42,-20
"Bainbridge Island, WA",6/30/2012,535,53,45,196,32,-21,-12
"Bainbridge Island, WA",7/31/2012,497,56,49,201,72,40,35
"Bainbridge Island, WA",8/31/2012,396,34,43,189,61,-11,-14
"Bainbridge Island, WA",9/30/2012,498,48,24,163,74,13,8
"Bainbridge Island, WA",10/31/2012,425,28,23,143,84,10,-11
"Bainbridge Island, WA",11/30/2012,386,42,10,117,75,-9,-1
"Bainbridge Island, WA",12/31/2012,349,24,40,122,111,36,-56
"Bainbridge Island, WA",1/31/2013,425,31,40,114,94,-17,-35
"Bainbridge Island, WA",2/28/2013,499,39,68,120,88,-6,-10
"Bainbridge Island, WA",3/31/2013,485,47,66,148,13,-75,-71
"Bainbridge Island, WA",4/30/2013,465,46,69,150,12,-1,-83
"Bainbridge Island, WA",5/31/2013,515,55,77,153,31,19,-22
"Bainbridge Island, WA",6/30/2013,509,63,56,158,47,16,15
"Bainbridge Island, WA",7/31/2013,530,49,38,142,39,-8,-33
"Bainbridge Island, WA",8/31/2013,555,53,40,135,46,7,-15
"Bainbridge Island, WA",9/30/2013,465,29,49,136,51,5,-23
"Bainbridge Island, WA",10/31/2013,513,32,22,109,61,10,-23
"Bainbridge Island, WA",11/30/2013,483,35,13,92,40,-21,-35
"Bainbridge Island, WA",12/31/2013,490,27,27,80,85,45,-26
"Bainbridge Island, WA",1/31/2014,460,35,38,83,21,-64,-73
"Bainbridge Island, WA",2/28/2014,638,29,43,89,47,26,-41
"Bainbridge Island, WA",3/31/2014,578,35,84,117,44,-3,31
"Bainbridge Island, WA",4/30/2014,513,28,61,111,9,-35,-3
"Bainbridge Island, WA",5/31/2014,540,67,72,143,15,6,-16
"Bainbridge Island, WA",6/30/2014,558,52,79,162,22,7,-25
"Bainbridge Island, WA",7/31/2014,513,61,55,161,21,-1,-18
"Bainbridge Island, WA",8/31/2014,603,42,31,138,34,13,-12
"Bainbridge Island, WA",9/30/2014,568,53,32,104,36,2,-15
"Bainbridge Island, WA",10/31/2014,514,37,17,73,58,22,-3
"Bainbridge Island, WA",11/30/2014,699,37,19,67,48,-10,8
"Bainbridge Island, WA",12/31/2014,477,15,36,64,35,-13,-50
"Bainbridge Island, WA",1/31/2015,587,29,42,56,20,-15,-1
"Bainbridge Island, WA",2/28/2015,590,45,53,65,18,-2,-29
"Bainbridge Island, WA",3/31/2015,661,42,56,78,10,-8,-34
"Bainbridge Island, WA",4/30/2015,617,49,61,81,10,0,1
"Bainbridge Island, WA",5/31/2015,628,58,54,72,20,10,5
"Bainbridge Island, WA",6/30/2015,621,54,55,86,8,-12,-14
"Bainbridge Island, WA",7/31/2015,660,36,39,71,8,0,-13
"Bainbridge Island, WA",8/31/2015,500,42,45,82,19,11,-15
"Bainbridge Island, WA",9/30/2015,727,34,35,75,11,-8,-25
"Bainbridge Island, WA",10/31/2015,690,25,20,62,8,-3,-50
"Bainbridge Island, WA",11/30/2015,686,36,20,58,25,17,-23
"Bainbridge Island, WA",12/31/2015,685,19,27,60,12,-13,-23
"Bainbridge Island, WA",1/31/2016,542,18,38,60,17,5,-3
"Bainbridge Island, WA",2/29/2016,649,42,36,55,30,13,12
"Bainbridge Island, WA",3/31/2016,675,41,58,62,13,-17,3
"Bainbridge Island, WA",4/30/2016,682,39,69,76,8,-5,-2
"Bainbridge Island, WA",5/31/2016,769,51,78,97,11,3,-9
"Bainbridge Island, WA",6/30/2016,592,51,77,125,9,-2,1
"Bainbridge Island, WA",7/31/2016,680,53,79,130,10,1,2
"Bainbridge Island, WA",8/31/2016,609,52,40,120,15,5,-4
"Bainbridge Island, WA",9/30/2016,685,47,38,105,20,5,9
"Bainbridge Island, WA",10/31/2016,609,37,26,90,45,25,37
"Bainbridge Island, WA",11/30/2016,686,34,25,83,36,-9,11
"Bainbridge Island, WA",12/31/2016,694,25,34,81,35,-1,23
"Bainbridge Island, WA",1/31/2017,561,19,28,73,83,48,66
"Bainbridge Island, WA",2/28/2017,640,41,52,90,11,-72,-19
"Bainbridge Island, WA",3/31/2017,693,32,63,101,13,2,0
"Bainbridge Island, WA",4/30/2017,758,61,88,102,11,-2,3
"Bainbridge Island, WA",5/31/2017,782,75,68,98,11,0,0
"Bainbridge Island, WA",6/30/2017,820,63,74,114,22,11,13
"Bainbridge Island, WA",7/31/2017,805,62,67,114,11,-11,1
"Bainbridge Island, WA",8/31/2017,915,50,51,119,20,9,5
"Bainbridge Island, WA",9/30/2017,719,42,34,79,20,0,0
"Bainbridge Island, WA",10/31/2017,879,60,29,72,40,20,-5
"Bainbridge Island, WA",11/30/2017,799,41,21,58,30,-10,-6
"Bainbridge Island, WA",12/31/2017,864,28,34,52,45,15,10
"Bainbridge Island, WA",1/31/2018,828,29,31,51,21,-24,-62
"Bainbridge Island, WA",2/28/2018,838,42,56,50,22,1,11
"Bainbridge Island, WA",3/31/2018,815,39,69,71,9,-13,-4
"Bainbridge Island, WA",4/30/2018,823,60,90,96,7,-2,-4
"Bainbridge Island, WA",5/31/2018,805,64,74,110,10,3,-1
"Bainbridge Island, WA",6/30/2018,955,50,56,92,20,10,-2
"Bainbridge Island, WA",7/31/2018,822,70,57,105,25,5,14
"Bainbridge Island, WA",8/31/2018,824,40,47,105,37,12,17
"Bainbridge Island, WA",9/30/2018,965,42,33,90,26,-11,6
"Bainbridge Island, WA",10/31/2018,699,29,20,73,38,12,-2
"Bainbridge Island, WA",11/30/2018,968,28,12,57,38,0,8
"Bainbridge Island, WA",12/31/2018,780,21,30,57,72,34,27
"Bainbridge Island, WA",1/31/2019,635,25,34,66,60,-12,39
"Bainbridge Island, WA",2/28/2019,828,20,49,66,12,-48,-10
"Bainbridge Island, WA",3/31/2019,735,45,72,83,19,7,10
"Bainbridge Island, WA",4/30/2019,918,55,84,101,7,-12,0
"Bainbridge Island, WA",5/31/2019,979,61,85,139,18,11,8
"Bainbridge Island, WA",6/30/2019,825,53,58,137,12,-6,-8
"Bainbridge Island, WA",7/31/2019,903,48,31,107,25,13,0
"Bainbridge Island, WA",8/31/2019,744,42,49,102,30,5,-7
"Bainbridge Island, WA",9/30/2019,914,44,48,112,44,14,18
"Bainbridge Island, WA",10/31/2019,938,29,25,85,81,37,43
"Bainbridge Island, WA",11/30/2019,795,45,13,52,52,-29,14
"Bainbridge Island, WA",12/31/2019,681,29,22,46,52,0,-20
"Bainbridge Island, WA",1/31/2020,803,24,34,48,66,14,6
"Bainbridge Island, WA",2/29/2020,1050,31,62,78,24,-42,12
"Bainbridge Island, WA",3/31/2020,714,32,35,77,8,-16,-11
"Bainbridge Island, WA",4/30/2020,918,29,58,73,26,18,19
"Bainbridge Island, WA",5/31/2020,885,61,63,67,9,-17,-9
"Bainbridge Island, WA",6/30/2020,997,62,75,73,12,3,0
"Bainbridge Island, WA",7/31/2020,895,68,61,64,8,-4,-17
"Bainbridge Island, WA",8/31/2020,1005,68,71,68,11,3,-19
"Bainbridge Island, WA",9/30/2020,1087,62,63,54,7,-4,-37
"Bainbridge Island, WA",10/31/2020,970,64,26,37,8,1,-73
"Bainbridge Island, WA",11/30/2020,849,43,20,26,22,14,-30
"Bainbridge Island, WA",12/31/2020,842,28,18,21,13,-9,-39
"Bainbridge Island, WA",1/31/2021,872,26,35,19,6,-7,-60
"Bellevue, WA",1/31/2012,370,121,191,486,60,-11,-17
"Bellevue, WA",2/29/2012,418,168,219,449,55,-5,-29
"Bellevue, WA",3/31/2012,445,181,229,479,25,-30,-37
"Bellevue, WA",4/30/2012,460,189,245,477,24,-1,-27
"Bellevue, WA",5/31/2012,485,219,193,424,18,-6,-21
"Bellevue, WA",6/30/2012,493,191,235,436,19,1,-24
"Bellevue, WA",7/31/2012,508,206,241,453,17,-2,-25
"Bellevue, WA",8/31/2012,507,182,208,420,21,4,-29
"Bellevue, WA",9/30/2012,503,188,151,330,36,15,-8
"Bellevue, WA",10/31/2012,500,189,112,276,33,-3,-15
"Bellevue, WA",11/30/2012,513,164,79,230,25,-8,-62
"Bellevue, WA",12/31/2012,488,117,178,255,22,-3,-49
"Bellevue, WA",1/31/2013,547,124,181,249,17,-5,-43
"Bellevue, WA",2/28/2013,475,173,212,263,10,-7,-45
"Bellevue, WA",3/31/2013,530,191,284,313,10,0,-15
"Bellevue, WA",4/30/2013,546,220,278,336,7,-3,-17
"Bellevue, WA",5/31/2013,570,191,282,366,7,0,-11
"Bellevue, WA",6/30/2013,566,281,296,395,9,2,-10
"Bellevue, WA",7/31/2013,526,236,245,390,11,2,-6
"Bellevue, WA",8/31/2013,578,200,211,399,10,-1,-11
"Bellevue, WA",9/30/2013,538,179,186,349,14,4,-22
"Bellevue, WA",10/31/2013,505,166,90,269,20,6,-13
"Bellevue, WA",11/30/2013,531,162,77,223,33,13,8
"Bellevue, WA",12/31/2013,523,106,121,201,36,3,14
"Bellevue, WA",1/31/2014,503,127,156,210,27,-9,10
"Bellevue, WA",2/28/2014,527,154,202,208,7,-20,-3
"Bellevue, WA",3/31/2014,550,171,239,227,7,0,-3
"Bellevue, WA",4/30/2014,559,162,290,291,8,1,1
"Bellevue, WA",5/31/2014,655,215,262,337,8,0,1
"Bellevue, WA",6/30/2014,678,204,283,396,8,0,-1
"Bellevue, WA",7/31/2014,620,209,232,402,14,6,3
"Bellevue, WA",8/31/2014,617,181,182,369,15,1,5
"Bellevue, WA",9/30/2014,655,206,211,360,27,12,13
"Bellevue, WA",10/31/2014,614,156,131,305,27,0,7
"Bellevue, WA",11/30/2014,647,166,70,251,28,1,-5
"Bellevue, WA",12/31/2014,695,112,145,239,27,-1,-9
"Bellevue, WA",1/31/2015,596,113,176,276,23,-4,-4
"Bellevue, WA",2/28/2015,620,169,210,270,8,-15,1
"Bellevue, WA",3/31/2015,648,183,267,307,7,-1,0
"Bellevue, WA",4/30/2015,650,205,280,346,7,0,-1
"Bellevue, WA",5/31/2015,653,230,267,337,8,1,0
"Bellevue, WA",6/30/2015,665,270,235,322,9,1,1
"Bellevue, WA",7/31/2015,653,204,233,334,13,4,-1
"Bellevue, WA",8/31/2015,680,208,201,320,9,-4,-6
"Bellevue, WA",9/30/2015,622,206,171,237,13,4,-14
"Bellevue, WA",10/31/2015,586,145,106,189,12,-1,-15
"Bellevue, WA",11/30/2015,660,151,65,134,24,12,-4
"Bellevue, WA",12/31/2015,600,101,134,151,11,-13,-16
"Bellevue, WA",1/31/2016,711,117,148,139,9,-2,-14
"Bellevue, WA",2/29/2016,738,175,237,169,8,-1,0
"Bellevue, WA",3/31/2016,725,165,256,199,7,-1,0
"Bellevue, WA",4/30/2016,745,241,279,214,7,0,0
"Bellevue, WA",5/31/2016,765,246,305,250,7,0,-1
"Bellevue, WA",6/30/2016,710,229,270,315,7,0,-2
"Bellevue, WA",7/31/2016,730,213,212,286,9,2,-4
"Bellevue, WA",8/31/2016,690,220,253,293,12,3,3
"Bellevue, WA",9/30/2016,729,208,133,201,10,-2,-3
"Bellevue, WA",10/31/2016,692,209,106,139,10,0,-2
"Bellevue, WA",11/30/2016,763,146,67,93,14,4,-10
"Bellevue, WA",12/31/2016,754,107,137,86,11,-3,0
"Bellevue, WA",1/31/2017,905,114,113,84,7,-4,-2
"Bellevue, WA",2/28/2017,897,139,247,153,6,-1,-2
"Bellevue, WA",3/31/2017,878,166,243,168,6,0,-1
"Bellevue, WA",4/30/2017,830,228,282,193,7,1,0
"Bellevue, WA",5/31/2017,920,236,291,216,7,0,0
"Bellevue, WA",6/30/2017,865,224,251,225,7,0,0
"Bellevue, WA",7/31/2017,820,242,223,198,8,1,-1
"Bellevue, WA",8/31/2017,934,220,224,218,9,1,-3
"Bellevue, WA",9/30/2017,850,189,198,196,8,-1,-2
"Bellevue, WA",10/31/2017,876,160,106,118,8,0,-2
"Bellevue, WA",11/30/2017,851,188,60,80,14,6,0
"Bellevue, WA",12/31/2017,910,111,137,76,11,-3,0
"Bellevue, WA",1/31/2018,890,123,145,98,6,-5,-1
"Bellevue, WA",2/28/2018,935,150,277,145,7,1,1
"Bellevue, WA",3/31/2018,894,209,263,184,7,0,1
"Bellevue, WA",4/30/2018,908,218,322,243,6,-1,-1
"Bellevue, WA",5/31/2018,1000,243,303,304,7,1,0
"Bellevue, WA",6/30/2018,905,198,233,346,8,1,1
"Bellevue, WA",7/31/2018,883,184,226,384,9,1,1
"Bellevue, WA",8/31/2018,873,144,257,448,13,4,4
"Bellevue, WA",9/30/2018,855,153,195,409,16,3,8
"Bellevue, WA",10/31/2018,848,147,110,345,29,13,21
"Bellevue, WA",11/30/2018,864,116,77,266,41,12,27
"Bellevue, WA",12/31/2018,885,89,149,277,38,-3,27
"Bellevue, WA",1/31/2019,840,109,143,265,52,14,46
"Bellevue, WA",2/28/2019,924,147,244,273,9,-43,2
"Bellevue, WA",3/31/2019,908,192,267,289,10,1,3
"Bellevue, WA",4/30/2019,930,267,301,351,8,-2,2
"Bellevue, WA",5/31/2019,945,183,255,399,9,1,2
"Bellevue, WA",6/30/2019,938,190,198,354,13,4,5
"Bellevue, WA",7/31/2019,852,214,155,307,20,7,11
"Bellevue, WA",8/31/2019,884,166,187,314,15,-5,2
"Bellevue, WA",9/30/2019,850,146,142,256,21,6,5
"Bellevue, WA",10/31/2019,870,156,66,173,18,-3,-11
"Bellevue, WA",11/30/2019,987,128,47,111,32,14,-9
"Bellevue, WA",12/31/2019,843,78,121,99,42,10,4
"Bellevue, WA",1/31/2020,912,122,157,118,7,-35,-45
"Bellevue, WA",2/29/2020,995,140,217,185,6,-1,-3
"Bellevue, WA",3/31/2020,915,118,134,195,6,0,-4
"Bellevue, WA",4/30/2020,990,96,206,231,8,2,0
"Bellevue, WA",5/31/2020,982,162,230,248,7,-1,-2
"Bellevue, WA",6/30/2020,990,183,255,280,9,2,-4
"Bellevue, WA",7/31/2020,1050,185,260,312,8,-1,-12
"Bellevue, WA",8/31/2020,1096,220,294,305,7,-1,-8
"Bellevue, WA",9/30/2020,1133,312,276,272,7,0,-14
"Bellevue, WA",10/31/2020,1188,237,162,204,11,4,-7
"Bellevue, WA",11/30/2020,1063,193,111,137,8,-3,-24
"Bellevue, WA",12/31/2020,900,135,151,124,23,15,-19
"Bellevue, WA",1/31/2021,1036,151,164,125,6,-17,-1
"Bothell, WA",1/31/2012,314,117,155,339,74,-12,4
"Bothell, WA",2/29/2012,325,121,161,312,62,-12,-56
"Bothell, WA",3/31/2012,315,147,163,304,63,1,-16
"Bothell, WA",4/30/2012,325,142,177,304,49,-14,-18
"Bothell, WA",5/31/2012,318,164,187,312,32,-17,-34
"Bothell, WA",6/30/2012,320,151,178,303,30,-2,-40
"Bothell, WA",7/31/2012,332,161,154,301,21,-9,-49
"Bothell, WA",8/31/2012,335,159,140,276,20,-1,-48
"Bothell, WA",9/30/2012,308,131,105,238,27,7,-26
"Bothell, WA",10/31/2012,325,129,98,218,35,8,-28
"Bothell, WA",11/30/2012,328,156,99,214,25,-10,-50
"Bothell, WA",12/31/2012,329,98,131,196,40,15,-46
"Bothell, WA",1/31/2013,351,99,138,185,27,-13,-47
"Bothell, WA",2/28/2013,365,143,167,182,17,-10,-45
"Bothell, WA",3/31/2013,372,147,157,176,13,-4,-50
"Bothell, WA",4/30/2013,382,169,205,193,12,-1,-37
"Bothell, WA",5/31/2013,375,170,199,235,9,-3,-23
"Bothell, WA",6/30/2013,401,167,225,270,10,1,-20
"Bothell, WA",7/31/2013,380,200,198,291,12,2,-9
"Bothell, WA",8/31/2013,378,148,180,307,15,3,-5
"Bothell, WA",9/30/2013,348,154,176,316,20,5,-7
"Bothell, WA",10/31/2013,379,127,122,270,19,-1,-16
"Bothell, WA",11/30/2013,395,145,80,249,31,12,6
"Bothell, WA",12/31/2013,384,90,119,244,36,5,-4
"Bothell, WA",1/31/2014,432,102,167,263,29,-7,2
"Bothell, WA",2/28/2014,418,139,196,284,20,-9,3
"Bothell, WA",3/31/2014,422,132,232,326,17,-3,4
"Bothell, WA",4/30/2014,420,181,278,350,14,-3,2
"Bothell, WA",5/31/2014,439,212,268,398,11,-3,2
"Bothell, WA",6/30/2014,397,208,222,440,15,4,5
"Bothell, WA",7/31/2014,439,191,193,435,15,0,3
"Bothell, WA",8/31/2014,425,150,176,424,17,2,2
"Bothell, WA",9/30/2014,430,163,178,421,35,18,15
"Bothell, WA",10/31/2014,454,147,83,358,38,3,19
"Bothell, WA",11/30/2014,450,152,89,309,49,11,18
"Bothell, WA",12/31/2014,470,117,140,273,77,28,41
"Bothell, WA",1/31/2015,445,139,182,263,62,-15,33
"Bothell, WA",2/28/2015,456,182,236,266,33,-29,13
"Bothell, WA",3/31/2015,454,184,256,286,14,-19,-3
"Bothell, WA",4/30/2015,452,213,261,310,17,3,3
"Bothell, WA",5/31/2015,456,211,259,335,9,-8,-2
"Bothell, WA",6/30/2015,448,226,246,336,11,2,-4
"Bothell, WA",7/31/2015,451,210,219,369,14,3,-1
"Bothell, WA",8/31/2015,450,197,182,332,16,2,-1
"Bothell, WA",9/30/2015,450,172,177,291,24,8,-11
"Bothell, WA",10/31/2015,469,150,117,231,29,5,-9
"Bothell, WA",11/30/2015,490,197,109,177,32,3,-17
"Bothell, WA",12/31/2015,475,135,170,175,23,-9,-54
"Bothell, WA",1/31/2016,500,140,210,174,19,-4,-43
"Bothell, WA",2/29/2016,493,206,251,174,8,-11,-25
"Bothell, WA",3/31/2016,480,194,296,209,8,0,-6
"Bothell, WA",4/30/2016,498,206,270,192,7,-1,-10
"Bothell, WA",5/31/2016,490,274,307,239,7,0,-2
"Bothell, WA",6/30/2016,507,240,283,256,7,0,-4
"Bothell, WA",7/31/2016,520,294,235,239,9,2,-5
"Bothell, WA",8/31/2016,499,265,243,247,8,-1,-8
"Bothell, WA",9/30/2016,511,217,188,203,12,4,-12
"Bothell, WA",10/31/2016,551,203,140,161,10,-2,-19
"Bothell, WA",11/30/2016,545,189,78,118,20,10,-12
"Bothell, WA",12/31/2016,549,141,142,103,20,0,-3
"Bothell, WA",1/31/2017,568,144,156,84,15,-5,-4
"Bothell, WA",2/28/2017,610,181,222,96,8,-7,0
"Bothell, WA",3/31/2017,578,170,205,106,6,-2,-2
"Bothell, WA",4/30/2017,608,234,296,140,7,1,0
"Bothell, WA",5/31/2017,590,268,278,145,7,0,0
"Bothell, WA",6/30/2017,630,255,258,188,7,0,0
"Bothell, WA",7/31/2017,600,222,242,185,7,0,-2
"Bothell, WA",8/31/2017,590,225,210,205,8,1,0
"Bothell, WA",9/30/2017,601,200,188,199,11,3,-1
"Bothell, WA",10/31/2017,625,191,127,142,9,-2,-1
"Bothell, WA",11/30/2017,680,177,96,98,10,1,-10
"Bothell, WA",12/31/2017,633,119,150,104,8,-2,-12
"Bothell, WA",1/31/2018,681,126,175,123,6,-2,-9
"Bothell, WA",2/28/2018,703,181,243,113,6,0,-2
"Bothell, WA",3/31/2018,680,208,239,151,6,0,0
"Bothell, WA",4/30/2018,721,237,335,243,7,1,0
"Bothell, WA",5/31/2018,660,240,297,315,7,0,0
"Bothell, WA",6/30/2018,678,207,252,323,10,3,3
"Bothell, WA",7/31/2018,670,222,245,411,13,3,6
"Bothell, WA",8/31/2018,649,168,210,439,20,7,12
"Bothell, WA",9/30/2018,638,197,148,389,34,14,23
"Bothell, WA",10/31/2018,655,164,99,310,32,-2,23
"Bothell, WA",11/30/2018,655,157,93,270,54,22,44
"Bothell, WA",12/31/2018,665,94,171,270,50,-4,42
"Bothell, WA",1/31/2019,690,149,139,236,47,-3,41
"Bothell, WA",2/28/2019,682,173,242,255,28,-19,22
"Bothell, WA",3/31/2019,688,196,253,257,12,-16,6
"Bothell, WA",4/30/2019,655,214,319,350,14,2,7
"Bothell, WA",5/31/2019,609,235,208,347,16,2,9
"Bothell, WA",6/30/2019,610,211,207,333,18,2,8
"Bothell, WA",7/31/2019,645,189,200,323,25,7,12
"Bothell, WA",8/31/2019,652,196,184,314,21,-4,1
"Bothell, WA",9/30/2019,666,162,122,239,23,2,-11
"Bothell, WA",10/31/2019,601,174,123,169,29,6,-3
"Bothell, WA",11/30/2019,644,180,68,117,38,9,-16
"Bothell, WA",12/31/2019,634,106,149,113,52,14,2
"Bothell, WA",1/31/2020,685,120,145,103,12,-40,-35
"Bothell, WA",2/29/2020,644,140,211,149,6,-6,-22
"Bothell, WA",3/31/2020,680,133,152,168,5,-1,-7
"Bothell, WA",4/30/2020,643,106,160,145,8,3,-6
"Bothell, WA",5/31/2020,711,190,221,122,9,1,-7
"Bothell, WA",6/30/2020,694,216,254,136,7,-2,-11
"Bothell, WA",7/31/2020,688,214,194,113,7,0,-18
